id,entrez_gene_id,hugo_symbol,hgnc_id,id,reference_genome,ensembl_transcript_id,canonical,ensembl_protein_id,reference_sequence_id,description,ensembl_gene_id,gene_id
7706,2064,ERBB2,3430,3723,GRCh37,ENST00000269571.5,1,ENSP00000269571.4,NM_004448.2,,3152,7706
8571,3454,IFNAR1,5432,6055,GRCh37,ENST00000270139.3,1,ENSP00000270139.3,NM_000629,,5110,8571
2823,51295,ECSIT,29548,26062,GRCh37,ENST00000270517.7,1,ENSP00000270517.6,NM_016581,,22145,2823
3502,83540,NUF2,14621,34963,GRCh37,ENST00000271452.3,1,ENSP00000271452.3,NM_031423.3,,29801,3502
28524,5546,PRCC,9343,9664,GRCh37,ENST00000271526.4,1,ENSP00000271526.4,NM_005973,,8149,28524
21819,9869,SETDB1,10761,17078,GRCh37,ENST00000271640.5,1,ENSP00000271640.5,NM_001145415.1,,14365,21819
20510,3707,ITPKB,6179,6493,GRCh37,ENST00000272117.3,1,ENSP00000272117.3,NM_002221,,5487,20510
15038,54465,ETAA1,24648,27115,GRCh37,ENST00000272342.5,1,ENSP00000272342.5,NM_019002.3,,23058,15038
1691,57007,ACKR3,23692,30065,GRCh37,ENST00000272928.3,1,ENSP00000272928.3,NM_020311,,25581,1691
18417,2044,EPHA5,3389,3683,GRCh37,ENST00000273854.3,1,ENSP00000273854.3,NM_004439.5,,3116,18417
1024,80854,SETD7,30412,34267,GRCh37,ENST00000274031.3,1,ENSP00000274031.3,NM_001306199.1,,29163,1024
37429,6423,SFRP2,10777,11285,GRCh37,ENST00000274063.4,1,ENSP00000274063.4,NM_003013.2,,9513,37429
11031,10769,PLK2,19699,18898,GRCh37,ENST00000274289.3,1,ENSP00000274289.3,NM_006622.3,,15864,11031
39808,5295,PIK3R1,8979,9186,GRCh37,ENST00000274335.5,1,ENSP00000274335.5,NM_181523.2,,7747,39808
29658,5921,RASA1,9871,10369,GRCh37,ENST00000274376.6,1,ENSP00000274376.6,NM_002890.2,,8747,29658
30927,23092,ARHGAP26,17073,20546,GRCh37,ENST00000274498.4,1,ENSP00000274498.4,NM_015071,,17247,30927
1134,2559,GABRA6,4080,4419,GRCh37,ENST00000274545.5,1,ENSP00000274545.5,NM_000811,,3720,1134
27384,4794,NFKBIE,7799,8273,GRCh37,ENST00000275015.5,1,ENSP00000275015.3,NM_004556.2,,6986,27384
32925,2768,GNA12,4380,4774,GRCh37,ENST00000275364.3,1,ENSP00000275364.3,NM_007353.2,,4023,32925
24469,1956,EGFR,3236,3508,GRCh37,ENST00000275493.2,1,ENSP00000275493.2,NM_005228.3,,2970,24469
15462,85417,CCNB3,18709,36742,GRCh37,ENST00000276014.7,1,ENSP00000276014.7,NM_033031.2,,31310,15462
19082,526,ATP6V1B2,854,971,GRCh37,ENST00000276390.2,1,ENSP00000276390.2,NM_001693.3,,820,19082
27214,63978,PRDM14,14001,31534,GRCh37,ENST00000276594.2,1,ENSP00000276594.2,NM_024504.3,,26824,27214
29369,340419,RSPO2,28583,47954,GRCh37,ENST00000276659.5,1,ENSP00000276659.5,NM_178565.4,,41266,29369
25439,114569,MAL2,13634,38253,GRCh37,ENST00000276681.6,1,ENSP00000475434.1,,,32602,25439
3692,1030,CDKN2B,1788,1926,GRCh37,ENST00000276925.6,1,ENSP00000276925.6,NM_004936.3,,1630,3692
20524,4915,NTRK2,8032,8503,GRCh37,ENST00000277120.3,1,ENSP00000277120.3,NM_006180.3,,7176,20524
38778,4851,NOTCH1,7881,8380,GRCh37,ENST00000277541.6,1,ENSP00000277541.6,NM_017617.3,,7072,38778
23657,472,ATM,795,871,GRCh37,ENST00000278616.4,1,ENSP00000278616.4,NM_000051.3,,738,23657
4413,9049,AIP,358,15477,GRCh37,ENST00000279146.3,1,ENSP00000279146.3,NM_003977.2,,13037,4413
25725,84159,ARID5B,17362,35514,GRCh37,ENST00000279873.7,1,ENSP00000279873.7,NM_032199.2,,30261,25725
13624,1977,EIF4E,3287,3539,GRCh37,ENST00000280892.6,1,ENSP00000280892.6,NM_001130678.1,,2998,13624
6165,4613,MYCN,7559,7924,GRCh37,ENST00000281043.3,1,ENSP00000281043.3,NM_005378.4,,6700,6165
21087,55294,FBXW7,16712,28480,GRCh37,ENST00000281708.4,1,ENSP00000281708.3,NM_033632.3,,24225,21087
14672,57105,CYSLTR2,18274,30155,GRCh37,ENST00000282018.3,1,ENSP00000282018.3,NM_020377.2,,25661,14672
27588,26040,SETBP1,15573,22253,GRCh37,ENST00000282030.5,1,ENSP00000282030.5,NM_015559.2,,18680,27588
4576,5163,PDK1,8809,8932,GRCh37,ENST00000282077.3,1,ENSP00000282077.2,NM_002610,,7535,4576
11540,678,ZFP36L2,1108,1246,GRCh37,ENST00000282388.3,1,ENSP00000282388.3,NM_006887.4,,1054,11540
20900,2321,FLT1,3763,4206,GRCh37,ENST00000282397.4,1,ENSP00000282397.4,NM_002019.4,,3545,20900
2661,10413,YAP1,16262,18211,GRCh37,ENST00000282441.5,1,ENSP00000282441.5,NM_001130145.2,,15295,2661
778,55781,RIOK2,18999,29156,GRCh37,ENST00000283109.3,1,ENSP00000283109.3,NM_018343.2,,24806,778
40465,5903,RANBP2,9848,10327,GRCh37,ENST00000283195.6,1,ENSP00000283195.6,NM_006267,,8713,40465
23320,6317,SERPINB3,10569,11085,GRCh37,ENST00000283752.5,1,ENSP00000283752.5,NM_006919.2,,9345,23320
26706,221895,JAZF1,28917,44685,GRCh37,ENST00000283928.5,1,ENSP00000283928.5,NM_175061.3,,38256,26706
28024,124540,MSI2,18585,39375,GRCh37,ENST00000284073.2,1,ENSP00000284073.2,NM_138962.2,,33581,28024
14483,7345,UCHL1,12513,13083,GRCh37,ENST00000284440.4,1,ENSP00000284440.4,NM_004181,,11013,14483
33780,6921,ELOC,11617,12307,GRCh37,ENST00000284811.8,1,ENSP00000284811.8,NM_005648.3,,10362,33780
23469,7508,XPC,12816,13359,GRCh37,ENST00000285021.7,1,ENSP00000285021.7,NM_004628,,11247,23469
16507,201163,FLCN,27310,43929,GRCh37,ENST00000285071.4,1,ENSP00000285071.4,NM_144997.5,,37588,16507
21377,8714,ABCC3,54,14898,GRCh37,ENST00000285238.8,1,ENSP00000285238.8,NM_003786.3,,12551,21377
18954,27123,DKK2,2892,23262,GRCh37,ENST00000285311.3,1,ENSP00000285311.3,NM_014421.2,,19577,18954
34096,2071,ERCC3,3435,3738,GRCh37,ENST00000285398.2,1,ENSP00000285398.2,NM_000122.1,,3166,34096
7562,1436,CSF1R,2433,2631,GRCh37,ENST00000286301.3,1,ENSP00000286301.3,NM_005211.3,,2232,7562
4862,91748,MIDEAS,19853,37462,GRCh37,ENST00000286523.5,1,ENSP00000286523.5,NM_001043318.2,,31914,4862
6534,2776,GNAQ,4390,4795,GRCh37,ENST00000286548.4,1,ENSP00000286548.4,NM_002072.3,,4039,6534
22816,11197,WIF1,18081,19769,GRCh37,ENST00000286574.4,1,ENSP00000286574.4,NM_007191.4,,16594,22816
12921,571,BACH1,935,1037,GRCh37,ENST00000286800.3,1,ENSP00000286800.3,NM_001186.2,,878,12921
25765,701,BUB1B,1149,1280,GRCh37,ENST00000287598.6,1,ENSP00000287598.6,NM_001211.5,,1086,25765
29555,5468,PPARG,9236,9511,GRCh37,ENST00000287820.6,1,ENSP00000287820.6,NM_015869.4,,8021,29555
19078,3815,KIT,6342,6710,GRCh37,ENST00000288135.5,1,ENSP00000288135.5,NM_000222.2,,5672,19078
36165,2078,ERG,3446,3751,GRCh37,ENST00000288319.7,1,ENSP00000288319.7,NM_182918.3,,3176,36165
12493,80243,PREX2,22950,33989,GRCh37,ENST00000288368.4,1,ENSP00000288368.4,NM_024870.2,,28923,12493
41135,673,BRAF,1097,1232,GRCh37,ENST00000288602.6,1,ENSP00000288602.6,NM_004333.4,,1046,41135
14302,2176,FANCC,3584,3904,GRCh37,ENST00000289081.3,1,ENSP00000289081.3,NM_000136.2,,3302,14302
39812,5291,PIK3CB,8976,9175,GRCh37,ENST00000289153.2,1,ENSP00000289153.2,NM_006219.2,,7739,39812
37750,3017,H2BC5,4747,5306,GRCh37,ENST00000289316.2,1,ENSP00000289316.2,NM_021063.3,,4465,37750
7811,286,ANK1,492,84629,GRCh37,ENST00000289734.7,1,ENSP00000289734.7,NM_000037.3,NULL,446,7811
30667,10481,HOXB13,5112,18350,GRCh37,ENST00000290295.7,1,ENSP00000290295.7,NM_006361.5,,15412,30667
39964,7832,BTG2,1131,13781,GRCh37,ENST00000290551.4,1,ENSP00000290551.4,NM_006763,,11584,39964
40673,7307,U2AF1,12453,13011,GRCh37,ENST00000291552.4,1,ENSP00000291552.4,NM_006758.2,,10955,40673
8034,2264,FGFR4,3691,4092,GRCh37,ENST00000292408.4,1,ENSP00000292408.4,NM_213647.1,,3452,8034
41362,1523,CUX1,2557,2803,GRCh37,ENST00000292535.7,1,ENSP00000292535.7,NM_181552.3,,2377,41362
15679,54165,DCUN1D1,18184,27006,GRCh37,ENST00000292782.4,1,ENSP00000292782.4,NM_020640.2,,22962,15679
391,6777,STAT5B,11367,12024,GRCh37,ENST00000293328.3,1,ENSP00000293328.3,NM_012448.3,,10128,391
41896,84464,SLX4,23845,35909,GRCh37,ENST00000294008.3,1,ENSP00000294008.3,NM_032444.2,,30596,41896
1474,4041,LRP5,6697,7078,GRCh37,ENST00000294304.7,1,ENSP00000294304.6,NM_001291902.1,,5990,1474
31948,9965,FGF19,3675,17276,GRCh37,ENST00000294312.3,1,ENSP00000294312.3,NM_005117.2,,14536,31948
14355,6886,TAL1,11556,12226,GRCh37,ENST00000294339.3,1,ENSP00000294339.3,NM_001287347.2,,10299,14355
21609,23385,NCSTN,17091,21130,GRCh37,ENST00000294785.5,1,ENSP00000294785.5,NM_015331.2,,17722,21609
14438,5966,REL,9954,10450,GRCh37,ENST00000295025.8,1,ENSP00000295025.7,NM_002908.2,,8817,14438
24319,83932,SPRTN,25356,35286,GRCh37,ENST00000295050.7,1,ENSP00000295050.7,NM_032018.6,,30066,24319
38595,10461,MERTK,7027,18303,GRCh37,ENST00000295408.4,1,ENSP00000295408.4,NM_006343.2,,15374,38595
23661,476,ATP1A1,799,883,GRCh37,ENST00000295598.5,1,ENSP00000295598.5,NM_000701,,746,23661
11521,11167,FSTL1,3972,19705,GRCh37,ENST00000295633.3,1,ENSP00000295633.3,NM_007085,,16540,11521
28287,54738,FEV,18562,27416,GRCh37,ENST00000295727.1,1,ENSP00000295727.1,NM_017521.2,,23323,28287
24340,7048,TGFBR2,11773,12560,GRCh37,ENST00000295754.5,1,ENSP00000295754.5,NM_003242.5,,10579,24340
6841,5584,PRKCI,9404,9749,GRCh37,ENST00000295797.4,1,ENSP00000295797.4,NM_002740.5,,8213,6841
27935,213,ALB,399,404,GRCh37,ENST00000295897.4,1,ENSP00000295897.4,NM_000477.5,,331,27935
36378,4486,MST1R,7381,7707,GRCh37,ENST00000296474.3,1,ENSP00000296474.3,NM_002447.2,,6505,36378
25745,3562,IL3,6011,6215,GRCh37,ENST00000296870.2,1,ENSP00000296870.2,NM_000588.3,,5251,25745
22305,30012,TLX3,13532,25249,GRCh37,ENST00000296921.5,1,ENSP00000296921.5,NM_021025.2,,21445,22305
23185,4869,NPM1,7910,8415,GRCh37,ENST00000296930.5,1,ENSP00000296930.5,NM_002520.6,,7102,23185
20855,64321,SOX17,18122,31771,GRCh37,ENST00000297316.4,1,ENSP00000297316.4,NM_022454.3,,27014,20855
12970,5885,RAD21,9811,10287,GRCh37,ENST00000297338.2,1,ENSP00000297338.2,NM_006265.2,,8679,12970
7697,79870,BAALC,14333,33488,GRCh37,ENST00000297574.6,1,ENSP00000297574.6,,,28498,7697
17055,7486,WRN,12791,13335,GRCh37,ENST00000298139.5,1,ENSP00000298139.5,NM_000553,,11227,17055
41449,7253,TSHR,12373,12917,GRCh37,ENST00000298171.2,1,ENSP00000298171.2,NM_000369.2,,10871,41449
17817,3636,INPPL1,6080,6360,GRCh37,ENST00000298229.2,1,ENSP00000298229.2,NM_001567.3,,5371,17817
25918,7248,TSC1,12362,12908,GRCh37,ENST00000298552.3,1,ENSP00000298552.3,NM_000368.4,,10863,25918
7006,161742,SPRED1,20249,42921,GRCh37,ENST00000299084.4,1,ENSP00000299084.4,NM_152594.2,,36714,7006
22155,121643,FOXN4,21399,39118,GRCh37,ENST00000299162.5,1,ENSP00000299162.5,NM_213596,,33353,22155
20086,23300,ATMIN,29034,20960,GRCh37,ENST00000299575.4,1,ENSP00000299575.3,NM_015251.2,,17584,20086
22436,4629,MYH11,7569,7957,GRCh37,ENST00000300036.5,1,ENSP00000300036.5,NM_002474,,6728,22436
31027,4665,NAB2,7627,8023,GRCh37,ENST00000300131.3,1,ENSP00000300131.3,NM_005967.3,,6782,31027
2366,6778,STAT6,11368,12026,GRCh37,ENST00000300134.3,1,ENSP00000300134.3,NM_001178078.1,,10130,2366
27944,6447,SCG5,10816,11335,GRCh37,ENST00000300175.4,1,ENSP00000300175.4,NM_001144757.1,,9553,27944
19985,26585,GREM1,2001,22769,GRCh37,ENST00000300177.4,1,ENSP00000300177.4,NM_013372.6,,19130,19985
7089,861,RUNX1,10471,1589,GRCh37,ENST00000300305.3,1,ENSP00000300305.3,NM_001754.4,,1343,7089
7709,2067,ERCC1,3433,3730,GRCh37,ENST00000300853.3,1,ENSP00000300853.2,NM_001983,,3158,7709
21556,29123,ANKRD11,21316,24941,GRCh37,ENST00000301030.4,1,ENSP00000301030.4,NM_013275.5,,21182,21556
3755,8085,KMT2D,7133,13976,GRCh37,ENST00000301067.7,1,ENSP00000301067.7,NM_003482.3,,11752,3755
23774,558,AXL,905,1025,GRCh37,ENST00000301178.4,1,ENSP00000301178.3,NM_021913.4,,868,23774
18211,54949,SDHAF2,26034,27799,GRCh37,ENST00000301761.2,1,ENSP00000301761.2,NM_017841.2,,23649,18211
4443,4330,MN1,7180,7609,GRCh37,ENST00000302326.4,1,ENSP00000304956.4,NM_002430,,6429,4443
16675,7764,ZNF217,13009,13702,GRCh37,ENST00000302342.3,1,ENSP00000304308.3,NM_006526,,11521,16675
7846,124583,CANT1,19721,39379,GRCh37,ENST00000302345.2,1,ENSP00000307674.2,NM_001159772,,33585,7846
40043,1495,CTNNA1,2509,2746,GRCh37,ENST00000302763.7,1,ENSP00000304669.7,NM_001903,,2329,40043
31573,6795,AURKC,11391,12063,GRCh37,ENST00000302804.7,1,ENSP00000302898.6,NM_001015878.1,,10162,31573
40042,1493,CTLA4,2505,2744,GRCh37,ENST00000302823.3,1,ENSP00000303939.3,NM_005214.4,,2327,40042
11792,3643,INSR,6091,6371,GRCh37,ENST00000302850.5,1,ENSP00000303830.4,NM_000208.2,,5381,11792
14485,7343,UBTF,12511,13080,GRCh37,ENST00000302904.4,1,ENSP00000302640.4,,,11011,14485
41979,3575,IL7R,6024,6241,GRCh37,ENST00000303115.3,1,ENSP00000306157.3,NM_002185.3,,5273,41979
31705,8019,BRD3,1104,13928,GRCh37,ENST00000303407.7,1,ENSP00000305918.6,NM_007371,,11708,31705
2012,5579,PRKCB,9395,9736,GRCh37,ENST00000303531.7,1,ENSP00000305355.7,NM_002738.6,,8203,2012
20776,5093,PCBP1,8647,8797,GRCh37,ENST00000303577.5,1,ENSP00000305556.5,NM_006196.3,,7422,20776
365,23261,CAMTA1,18806,20888,GRCh37,ENST00000303635.7,1,ENSP00000306522.6,NM_015215.2,,17530,365
22130,3008,H1-4,4718,5291,GRCh37,ENST00000304218.3,1,ENSP00000307705.3,NM_005321.2,,4452,22130
12889,1029,CDKN2A,1787,1923,GRCh37,ENST00000304494.5,1,ENSP00000307101.5,NM_000077.4,,1628,12889
2148,10594,PRPF8,17340,18578,GRCh37,ENST00000304992.6,1,ENSP00000304350.6,NM_006445,,15600,2148
9344,3667,IRS1,6125,6411,GRCh37,ENST00000305123.5,1,ENSP00000304895.4,NM_005544.2,,5415,9344
25049,157570,ESCO2,27230,42598,GRCh37,ENST00000305188.8,1,ENSP00000306999.8,NM_001017420.2,,36415,25049
13983,613,BCR,1014,1111,GRCh37,ENST00000305877.8,1,ENSP00000303507.8,NM_004327.3,,944,13983
33444,8355,H3C8,4772,14231,GRCh37,ENST00000305910.3,1,ENSP00000439660.1,NM_003534.2,,11978,33444
37021,8493,PPM1D,9277,14458,GRCh37,ENST00000305921.3,1,ENSP00000306682.2,NM_003620.3,,12178,37021
25190,2119,ETV5,3494,3806,GRCh37,ENST00000306376.5,1,ENSP00000306894.5,NM_004454.2,,3218,25190
7669,57521,RPTOR,30287,30612,GRCh37,ENST00000306801.3,1,ENSP00000307272.3,NM_020761.2,,26033,7669
32637,3479,IGF1,5464,6084,GRCh37,ENST00000307046.8,1,ENSP00000302665.8,NM_001111285.1,,5136,32637
11740,8313,AXIN2,904,14149,GRCh37,ENST00000307078.5,1,ENSP00000302625.5,NM_004655.3,,11905,11740
37395,5604,MAP2K1,6840,9796,GRCh37,ENST00000307102.5,1,ENSP00000302486.4,NM_002755.3,,8253,37395
22148,9101,USP8,12631,15586,GRCh37,ENST00000307179.4,1,ENSP00000302239.4,NM_001128610.2,NM_001128610.2,13125,22148
12136,598,BCL2L1,992,1084,GRCh37,ENST00000307677.4,1,ENSP00000302564.4,NM_138578.1,,920,12136
16071,8028,MLLT10,16063,13937,GRCh37,ENST00000307729.7,1,ENSP00000307411.7,NM_001195626.1,,11716,16071
4640,8233,ZRSR2,23019,14080,GRCh37,ENST00000307771.7,1,ENSP00000303015.7,NM_005089.3,,11845,4640
10119,9688,NUP93,28958,16675,GRCh37,ENST00000308159.5,1,ENSP00000310668.5,NM_014669.4,,14043,10119
38771,2000,ELF4,3319,3592,GRCh37,ENST00000308167.5,1,ENSP00000311280.5,NM_001127197,,3038,38771
31124,91607,SLFN11,26633,37411,GRCh37,ENST00000308377.4,1,ENSP00000312402.4,NM_001104587.1,,31874,31124
17584,5566,PRKACA,9380,9701,GRCh37,ENST00000308677.4,1,ENSP00000309591.3,NM_002730.3,,8179,17584
31898,695,BTK,1133,1273,GRCh37,ENST00000308731.7,1,ENSP00000308176.7,NM_000061.2,,1080,31898
1314,51162,EGFL7,20594,25832,GRCh37,ENST00000308874.7,1,ENSP00000307843.7,NM_201446.2,,21942,1314
8898,11338,U2AF2,23156,19983,GRCh37,ENST00000308924.4,1,ENSP00000307863.3,NM_007279.2,,16778,8898
5123,5978,REST,9966,10473,GRCh37,ENST00000309042.7,1,ENSP00000311816.7,NM_001193508.1,,8837,5123
32489,2886,GRB7,4567,5035,GRCh37,ENST00000309156.4,1,ENSP00000310771.4,NM_001030002,,4233,32489
18253,84446,BRSK1,18994,35879,GRCh37,ENST00000309383.1,1,ENSP00000310649.1,NM_032430,,30572,18253
25464,7423,VEGFB,12681,13220,GRCh37,ENST00000309422.2,1,ENSP00000311127.2,NM_003377.4,,11133,25464
41340,5771,PTPN2,9650,10097,GRCh37,ENST00000309660.5,1,ENSP00000311857.3,NM_002828.3,,8519,41340
40170,7172,TPMT,12014,12830,GRCh37,ENST00000309983.4,1,ENSP00000312304.4,NM_000367.2,,10799,40170
25916,7015,TERT,11730,12495,GRCh37,ENST00000310581.5,1,ENSP00000309572.5,NM_198253.2,,10519,25916
19515,55215,FANCI,25568,28312,GRCh37,ENST00000310775.7,1,ENSP00000310842.7,NM_001113378.1,,24089,19515
6447,26512,INTS6,14879,22693,GRCh37,ENST00000311234.4,1,ENSP00000310260.4,NM_012141,,19064,6447
15299,3159,HMGA1,5010,5588,GRCh37,ENST00000311487.5,1,ENSP00000308227.4,NM_145899,,4716,15299
17037,5644,PRSS1,9475,9862,GRCh37,ENST00000311737.7,1,ENSP00000308720.7,NM_002769.4,,8315,17037
34095,2072,ERCC4,3436,3740,GRCh37,ENST00000311895.7,1,ENSP00000310520.7,NM_005236.2,,3168,34095
30432,3845,KRAS,6407,6771,GRCh37,ENST00000311936.3,1,ENSP00000308495.3,NM_004985.3,,5722,30432
38306,4221,MEN1,7010,7425,GRCh37,ENST00000312049.6,1,ENSP00000308975.6,NM_130799.2,,6280,38306
16502,4778,NFE2,7780,8244,GRCh37,ENST00000312156.4,1,ENSP00000312436.4,NM_001136023.2,,6964,16502
10065,2348,FOLR1,3791,4246,GRCh37,ENST00000312293.4,1,ENSP00000308137.4,NM_000802,,3579,10065
14990,2250,FGF5,3683,4053,GRCh37,ENST00000312465.7,1,ENSP00000311697.7,NM_004464,,3424,14990
5746,6199,RPS6KB2,10437,10864,GRCh37,ENST00000312629.5,1,ENSP00000308413.5,NM_003952.2,,9163,5746
31576,6790,AURKA,11393,12051,GRCh37,ENST00000312783.6,1,ENSP00000321591.6,NM_003600.2,,10152,31576
31931,55109,AGGF1,24684,28094,GRCh37,ENST00000312916.7,1,ENSP00000316109.7,NM_018046.4,,23904,31931
14670,1879,EBF1,3126,3408,GRCh37,ENST00000313708.6,1,ENSP00000322898.6,NM_024007,,2886,14670
22538,8334,H2AC6,4733,14191,GRCh37,ENST00000314088.6,1,ENSP00000321389.5,NM_003512.3,,11942,22538
395,6773,STAT2,11363,12013,GRCh37,ENST00000314128.4,1,ENSP00000315768.4,NM_005419.3,,10120,395
19249,5591,PRKDC,9413,9766,GRCh37,ENST00000314191.2,1,ENSP00000313420.2,NM_006904.6,,8227,19249
17782,8347,H2BC4,4757,14213,GRCh37,ENST00000314332.5,1,ENSP00000321744.4,NM_003518.3,,11963,17782
4765,9203,ZMYM3,13054,15765,GRCh37,ENST00000314425.5,1,ENSP00000322845.5,NM_005096,,13275,4765
34372,7525,YES1,12841,13383,GRCh37,ENST00000314574.4,1,ENSP00000324740.4,NM_005433.3,,11265,34372
12522,23047,PDS5B,20418,20465,GRCh37,ENST00000315596.10,1,ENSP00000313851.10,NM_015032.3,,17179,12522
32149,80169,CTC1,26169,33893,GRCh37,ENST00000315684.8,1,ENSP00000313759.8,NM_025099.5,,28841,32149
11290,4191,MDH2,6971,7372,GRCh37,ENST00000315758.5,1,ENSP00000327070.5,NM_005918.2,,6236,11290
8839,7030,TFE3,11752,12523,GRCh37,ENST00000315869.7,1,ENSP00000314129.7,NM_006521.5,,10545,8839
2385,23185,LARP4B,28987,20733,GRCh37,ENST00000316157.3,1,ENSP00000326128.3,NM_015155.2,,17398,2385
32210,811,CALR,1455,1485,GRCh37,ENST00000316448.5,1,ENSP00000320866.4,NM_004343.3,,1263,32210
25261,440926,H3P6,42980,53162,GRCh37,ENST00000316450.4,1,,,,46214,25261
31269,2932,GSK3B,4617,5137,GRCh37,ENST00000316626.5,1,ENSP00000324806.5,NM_002093.3,,4315,31269
36096,5366,PMAIP1,9108,9343,GRCh37,ENST00000316660.6,1,ENSP00000326119.6,NM_021127.2,,7875,36096
38609,54904,NSD3,12767,27709,GRCh37,ENST00000317025.8,1,ENSP00000313983.7,NM_023034.1,,23573,38609
29598,8284,KDM5D,11115,14114,GRCh37,ENST00000317961.4,1,ENSP00000322408.4,NM_004653,,11874,29598
6674,3927,LASP1,6513,6901,GRCh37,ENST00000318008.6,1,ENSP00000325240.6,NM_006148.3,,5839,6674
20155,219285,SAMD9L,1349,44195,GRCh37,ENST00000318238.4,1,ENSP00000326247.4,NM_152703.2,,37829,20155
631,80381,CD276,19137,34124,GRCh37,ENST00000318443.5,1,ENSP00000320084.5,NM_001024736.1,,29043,631
12693,27436,EML4,1316,23577,GRCh37,ENST00000318522.5,1,ENSP00000320663.5,NM_019063.3,,19853,12693
27752,25,ABL1,76,44,GRCh37,ENST00000318560.5,1,ENSP00000323315.5,NM_005157.4,,37,27752
41221,27086,FOXP1,3823,23200,GRCh37,ENST00000318789.4,1,ENSP00000318902.4,NM_001244814.1,,19530,41221
6118,23399,CTDNEP1,19085,21159,GRCh37,ENST00000318988.6,1,ENSP00000321732.6,NM_015343.4,,17744,6118
32955,242,ALOX12B,430,456,GRCh37,ENST00000319144.4,1,ENSP00000315167.4,NM_001139.2,,378,32955
25189,2118,ETV4,3493,3804,GRCh37,ENST00000319349.5,1,ENSP00000321835.4,NM_001079675.2,,3216,25189
25194,2113,ETS1,3488,3788,GRCh37,ENST00000319397.6,1,ENSP00000324578.5,NM_005238,,3206,25194
21138,84126,ATRIP,33499,35469,GRCh37,ENST00000320211.3,1,ENSP00000323099.3,NM_130384,,30225,21138
29867,2146,EZH2,3527,3852,GRCh37,ENST00000320356.2,1,ENSP00000320147.2,NM_004456.4,,3254,29867
5031,5426,POLE,9177,9417,GRCh37,ENST00000320574.5,1,ENSP00000322570.5,NM_006231.2,,7942,5031
1028,1728,NQO1,2874,3120,GRCh37,ENST00000320623.5,1,ENSP00000319788.5,NM_000903,,2644,1028
10525,728294,D2HGDH,28358,57523,GRCh37,ENST00000321264.4,1,ENSP00000315351.4,NM_152783.3,,50460,10525
10295,84142,ABRAXAS1,25829,35498,GRCh37,ENST00000321945.7,1,ENSP00000369857.3,NM_139076.2,,30247,10295
35706,23373,CRTC1,16062,21110,GRCh37,ENST00000321949.8,1,ENSP00000323332.7,NM_015321.2,,17704,35706
34698,5518,PPP2R1A,9302,9596,GRCh37,ENST00000322088.6,1,ENSP00000324804.6,NM_014225.5,,8095,34698
9442,8243,SMC1A,11111,14094,GRCh37,ENST00000322213.4,1,ENSP00000323421.3,NM_006306.3,,11855,9442
12586,51341,ZBTB7A,18078,26160,GRCh37,ENST00000322357.4,1,ENSP00000323670.3,NM_015898,,22227,12586
19261,10992,SF3B2,10769,19349,GRCh37,ENST00000322535.6,1,ENSP00000318861.6,NM_006842,,16246,19261
26552,23512,SUZ12,17101,21334,GRCh37,ENST00000322652.5,1,ENSP00000316578.5,NM_015355.2,,17900,26552
22743,7298,TYMS,12441,12997,GRCh37,ENST00000323274.10,1,ENSP00000315644.10,NM_001071.2,,10941,22743
9222,4361,MRE11,7230,7669,GRCh37,ENST00000323929.3,1,ENSP00000325863.3,NM_005591.3,,6473,9222
39646,1974,EIF4A2,3284,3533,GRCh37,ENST00000323963.5,1,ENSP00000326381.5,NM_001967.3,,2994,39646
7473,940,CD28,1653,1734,GRCh37,ENST00000324106.8,1,ENSP00000324890.7,NM_006139.3,,1467,7473
17902,4261,CIITA,7067,7496,GRCh37,ENST00000324288.8,1,ENSP00000316328.8,NM_001286402,,6336,17902
32413,930,CD19,1633,1716,GRCh37,ENST00000324662.3,1,ENSP00000313419.3,NM_001770,,1451,32413
29601,8289,ARID1A,11110,14120,GRCh37,ENST00000324856.7,1,ENSP00000320485.7,NM_006015.4,,11880,29601
35995,2969,GTF2I,4659,5214,GRCh37,ENST00000324896.4,1,ENSP00000322542.4,NM_032999.3,,4381,35995
24552,129563,DIS3L2,28648,40032,GRCh37,ENST00000325385.7,1,ENSP00000315569.7,NM_152383.4,,34169,24552
9331,6657,SOX2,11195,11779,GRCh37,ENST00000325404.1,1,ENSP00000323588.1,NM_003106.3,,9926,9331
1033,5241,PGR,8910,9068,GRCh37,ENST00000325455.5,1,ENSP00000325120.5,NM_000926.4,,7653,1033
21050,55164,SHQ1,25543,28194,GRCh37,ENST00000325599.8,1,ENSP00000315182.8,NM_018130.2,,23994,21050
37276,56676,ASCL3,740,29780,GRCh37,ENST00000325884.1,1,ENSP00000318846.1,,,25344,37276
33117,84231,TRAF7,20456,35609,GRCh37,ENST00000326181.6,1,ENSP00000318944.6,NM_032271.2,,30343,33117
21232,6794,STK11,11389,12061,GRCh37,ENST00000326873.7,1,ENSP00000324856.6,NM_000455.4,,10160,21232
18955,27122,DKK3,2893,23259,GRCh37,ENST00000326932.4,1,ENSP00000314910.4,NM_001018057.1,,19575,18955
4217,10498,CARM1,23393,18391,GRCh37,ENST00000327064.4,1,ENSP00000325690.3,NM_199141.1,,15444,4217
24722,4088,SMAD3,6769,7171,GRCh37,ENST00000327367.4,1,ENSP00000332973.4,NM_005902.3,,6072,24722
